"country","start_day","start_month","start_year","end_day","end_month","end_year","provisional","military","president_name"
"Cabo Verde","5","Jul","1975","22","Mar","1991",0,0,"Aristides Maria Pereira"
"Cabo Verde","22","Mar","1991","22","Mar","2001",0,0,"Antonio Manuel Mascarenhas Gomes"
"Cabo Verde","22","Mar","2001","9","Sep","2011",0,0,"Pedro Verona Rodrigues Pires"
"Cabo Verde","22","Mar","2001","9","Sep","2011",0,0,"Pedro Verona Rodrigues Pires"
"Cabo Verde","9","Sep","2011",NA,NA,NA,0,0,"Jorge Carlos de Almeida Fonseca"
